BJ01,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
BJ02,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
BJ03,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
BJ04,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
BJ05,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JJ01,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JJ02,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JJ03,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JJ04,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JJ05,0.0, 0.599, 0.599, 0.599, 0.599, 0.09899999999999998, 0.0
JJ06,0.0, 0.0, 0.0, 0.0, 0.273, 0.0, 0.0
JJ07,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB01,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB02,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB03,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB04,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB05,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB06,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB07,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB08,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB09,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB10,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB11,0.727, 0.727, 0.727, 1.3900000000000001, 1.3900000000000001, 0.8900000000000001, 0.48570000000000013
JB12,0.261, 0.261, 0.261, 0.681, 0.681, 0.18100000000000005, 0.10800000000000001
JB13,0.974, 0.974, 0.974, 1.501, 1.501, 1.001, 0.5132999999999999
JB14,0.0, 0.0, 0.281, 0.281, 0.281, 0.0012000000000000001, 0.0
JB15,0.0, 0.0, 0.673, 0.673, 0.673, 0.21740000000000004, 0.0
JB16,0.0, 0.0, 0.343, 0.343, 0.343, 0.08040000000000001, 0.0
JB17,0.385, 0.835, 1.653, 2.049, 2.957, 2.685, 2.3671
JB18,0.52, 1.182, 1.819, 1.947, 2.116, 1.616, 1.2333
JB19,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB20,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB21,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB22,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB23,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB24,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB25,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB26,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB27,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB28,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB29,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB30,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB31,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB32,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB33,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB34,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB35,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB36,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB37,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB38,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB39,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB40,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB41,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB42,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB43,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB44,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB45,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB46,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB47,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB48,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB49,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB50,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB51,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB52,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB53,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB54,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB55,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB56,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB57,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB58,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB59,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB60,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB61,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB62,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB63,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB64,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB65,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB66,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB67,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB68,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB69,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB70,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB71,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB72,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB73,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB74,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB75,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB76,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB77,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB78,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB79,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB80,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB81,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
JB82,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LJ01,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LJ02,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LJ03,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LJ04,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB01,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB02,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB03,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB04,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB05,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB06,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB07,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB08,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB09,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB10,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB11,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB12,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB13,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB14,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB15,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB16,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB17,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB18,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB19,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
LB20,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
HJ01,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
HJ02,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
HB01,0.0, 0.484, 0.484, 0.734, 1.172, 0.6719999999999999, 0.17199999999999993
HB02,0.0, 0.644, 0.841, 0.841, 1.022, 0.522, 0.02200000000000002
HB03,0.0, 0.0, 0.318, 0.762, 0.762, 0.262, 0.0
HB04,0.0, 0.0, 0.754, 0.0, 0.937, 0.0, 0.0
HB05,0.0, 0.0, 0.171, 0.171, 0.9830000000000001, 0.4830000000000001, 0.0
HB06,0.0, 0.52, 0.52, 1.3479999999999999, 2.0599999999999996, 1.5599999999999996, 1.0599999999999996
HB07,0.0, 0.763, 1.1480000000000001, 1.1480000000000001, 1.9210000000000003, 1.4210000000000003, 0.9210000000000003
HB08,0.0, 0.0, 0.345, 0.9, 0.9, 0.4, 0.0
HB09,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
